,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
20001,female,group D,some high school,standard,completed,married,regularly,yes,2,private,5 - 10,76,86,90
20002,female,group E,some college,free/reduced,completed,single,regularly,yes,5,school_bus,5 - 10,73,80,80
20003,male,group E,some college,standard,incomplete,married,never,yes,3,school_bus,< 5,79,76,68
20004,female,group E,high school,standard,incomplete,married,sometimes,yes,3,private,< 5,51,56,56
20005,female,group C,some college,free/reduced,incomplete,married,regularly,yes,0,private,< 5,78,83,85
20006,male,group C,bachelor's degree,free/reduced,incomplete,married,regularly,yes,0,school_bus,5 - 10,51,50,53
20007,female,group D,some college,free/reduced,incomplete,married,sometimes,yes,3,private,5 - 10,65,76,81
20008,female,group D,some high school,standard,incomplete,widowed,sometimes,yes,0,private,> 10,49,65,70
20009,male,group C,some college,free/reduced,incomplete,single,never,yes,1,school_bus,> 10,27,23,19
20010,female,group A,some high school,free/reduced,incomplete,single,regularly,no,4,school_bus,< 5,46,63,65
20011,female,group D,high school,standard,incomplete,married,regularly,yes,3,school_bus,< 5,76,81,82
20012,female,group B,master's degree,standard,incomplete,married,sometimes,yes,5,school_bus,5 - 10,73,84,76
20013,female,group B,some college,free/reduced,incomplete,widowed,regularly,yes,4,private,> 10,32,40,41
20014,male,group B,some college,free/reduced,incomplete,married,sometimes,no,1,school_bus,5 - 10,43,47,42
20015,female,group B,some high school,free/reduced,incomplete,married,regularly,no,5,private,< 5,35,45,42
20016,female,group C,some college,standard,incomplete,single,regularly,no,2,school_bus,< 5,56,71,68
20017,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,67,72,72
20018,female,group D,bachelor's degree,free/reduced,incomplete,married,regularly,no,2,private,> 10,83,90,90
20019,male,group C,associate's degree,standard,incomplete,married,never,no,2,school_bus,< 5,85,77,78
20020,female,group C,some college,standard,incomplete,single,regularly,yes,2,school_bus,5 - 10,58,75,69
20021,female,group C,bachelor's degree,free/reduced,incomplete,married,sometimes,no,1,private,5 - 10,41,54,54
20022,female,group B,associate's degree,standard,incomplete,married,regularly,yes,1,private,5 - 10,60,59,68
20023,male,group C,some high school,free/reduced,completed,married,sometimes,yes,3,private,< 5,72,80,75
20024,male,group D,high school,standard,incomplete,married,regularly,yes,0,school_bus,5 - 10,90,81,79
20025,female,group D,associate's degree,standard,completed,single,sometimes,no,1,school_bus,5 - 10,83,100,100
20026,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,68,84,82
20027,male,group D,some college,standard,incomplete,single,sometimes,yes,3,school_bus,5 - 10,81,73,71
20028,female,group C,associate's degree,standard,incomplete,married,regularly,no,3,school_bus,5 - 10,52,54,61
20029,female,group C,high school,standard,incomplete,divorced,regularly,yes,2,school_bus,< 5,84,94,92
20030,male,group B,some college,standard,completed,married,sometimes,yes,2,private,< 5,66,58,65
20031,male,group D,some high school,free/reduced,incomplete,divorced,never,yes,3,school_bus,5 - 10,62,59,55
20032,male,group E,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,68,66,70
20033,male,group B,associate's degree,standard,incomplete,married,sometimes,yes,0,school_bus,5 - 10,64,60,61
20034,male,group E,some high school,standard,completed,widowed,sometimes,yes,2,school_bus,5 - 10,80,72,72
20035,female,group E,associate's degree,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,93,95,100
20036,female,group B,associate's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,> 10,59,66,71
20037,female,group D,associate's degree,free/reduced,incomplete,married,regularly,yes,2,school_bus,5 - 10,69,86,78
20038,female,group E,some college,free/reduced,incomplete,married,sometimes,yes,2,private,> 10,71,76,74
20039,male,group B,some college,free/reduced,incomplete,married,never,yes,1,private,5 - 10,63,67,59
20040,male,group E,associate's degree,free/reduced,incomplete,single,sometimes,yes,1,school_bus,> 10,80,64,68
20041,female,group C,some college,free/reduced,incomplete,married,regularly,yes,2,private,5 - 10,72,82,79
20042,male,group C,master's degree,free/reduced,incomplete,single,sometimes,no,2,school_bus,5 - 10,75,76,73
20043,male,group D,high school,free/reduced,incomplete,single,sometimes,yes,1,private,5 - 10,47,60,48
20044,male,group C,associate's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,58,63,67
20045,female,group B,high school,standard,incomplete,married,never,yes,4,private,5 - 10,24,43,40
20046,male,group E,some high school,free/reduced,incomplete,married,sometimes,yes,1,school_bus,5 - 10,73,65,54
20047,male,group D,associate's degree,standard,incomplete,divorced,sometimes,yes,4,private,> 10,94,92,93
20048,female,group E,some college,free/reduced,completed,married,regularly,yes,5,school_bus,5 - 10,61,72,73
20049,male,group B,associate's degree,standard,incomplete,single,sometimes,yes,3,private,5 - 10,44,49,43
20050,male,group D,some college,free/reduced,completed,married,regularly,yes,5,school_bus,< 5,66,53,58
20051,male,group D,bachelor's degree,standard,incomplete,single,sometimes,yes,2,school_bus,> 10,88,79,82
20052,female,group C,some high school,standard,completed,single,sometimes,yes,1,private,5 - 10,59,69,66
20053,female,group C,some high school,standard,incomplete,married,regularly,yes,0,private,> 10,48,57,57
20054,female,group D,some college,free/reduced,completed,divorced,sometimes,yes,0,school_bus,> 10,51,82,82
20055,female,group C,some college,standard,completed,divorced,regularly,yes,4,school_bus,> 10,46,45,50
20056,female,group D,some high school,free/reduced,incomplete,married,never,yes,2,private,> 10,48,58,60
20057,male,group C,associate's degree,free/reduced,incomplete,single,sometimes,yes,3,private,< 5,50,53,50
20058,male,group B,some high school,free/reduced,incomplete,single,regularly,yes,2,private,5 - 10,65,59,54
20059,male,group B,some college,free/reduced,incomplete,married,sometimes,no,4,school_bus,5 - 10,43,29,28
20060,female,group C,some college,standard,incomplete,married,sometimes,yes,3,school_bus,< 5,79,86,89
20061,male,group D,associate's degree,standard,incomplete,single,sometimes,yes,2,private,5 - 10,63,45,46
20062,female,group C,associate's degree,standard,incomplete,married,regularly,yes,1,private,5 - 10,65,75,78
20063,female,group B,high school,standard,incomplete,divorced,sometimes,yes,0,school_bus,< 5,41,57,51
20064,male,group D,associate's degree,standard,incomplete,married,regularly,yes,0,private,5 - 10,83,65,68
20065,male,group B,some college,standard,incomplete,married,regularly,yes,3,school_bus,> 10,96,82,83
20066,female,group E,master's degree,standard,completed,widowed,regularly,yes,0,private,5 - 10,86,80,87
20067,female,group D,some college,free/reduced,incomplete,single,sometimes,no,3,private,5 - 10,34,45,51
20068,female,group B,some high school,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,42,52,51
20069,female,group E,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,76,80,76
20070,male,group E,some college,standard,incomplete,divorced,regularly,yes,3,school_bus,< 5,89,86,83
20071,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,private,< 5,63,52,53
20072,female,group E,bachelor's degree,standard,incomplete,married,sometimes,yes,5,school_bus,5 - 10,87,88,93
20073,male,group C,high school,free/reduced,completed,married,never,yes,5,school_bus,> 10,42,59,53
20074,male,group D,some college,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,69,77,74
20075,female,group B,some college,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,49,60,58
20076,female,group E,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,91,90,97
20077,female,group C,associate's degree,standard,incomplete,single,regularly,yes,4,school_bus,> 10,83,87,86
20078,male,group C,bachelor's degree,standard,incomplete,married,never,no,3,private,5 - 10,68,74,76
20079,male,group C,bachelor's degree,standard,completed,single,regularly,yes,7,school_bus,5 - 10,93,92,89
20080,male,group D,some college,standard,incomplete,married,regularly,yes,7,school_bus,5 - 10,57,57,56
20081,female,group C,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,5 - 10,79,100,95
20082,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,90,84,84
20083,female,group B,associate's degree,standard,incomplete,single,sometimes,yes,1,school_bus,5 - 10,73,75,78
20084,female,group A,master's degree,free/reduced,completed,married,never,yes,3,school_bus,< 5,42,68,66
20085,female,group B,high school,standard,incomplete,single,sometimes,yes,4,school_bus,5 - 10,30,41,37
20086,female,group D,associate's degree,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,71,86,82
20087,male,group D,high school,standard,incomplete,married,sometimes,no,5,private,5 - 10,60,48,44
20088,male,group C,high school,free/reduced,completed,widowed,sometimes,yes,0,school_bus,5 - 10,54,59,57
20089,female,group C,some college,free/reduced,incomplete,single,sometimes,no,2,school_bus,5 - 10,53,66,65
20090,female,group C,high school,free/reduced,incomplete,married,never,no,2,school_bus,< 5,54,54,55
20091,female,group C,some high school,standard,incomplete,divorced,sometimes,yes,3,school_bus,5 - 10,71,74,73
20092,female,group C,some college,standard,incomplete,married,sometimes,yes,1,private,5 - 10,59,72,65
20093,female,group D,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,5 - 10,48,59,64
20094,male,group B,some high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,75,69,66
20095,male,group B,high school,standard,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,57,56,50
20096,female,group C,high school,standard,incomplete,married,regularly,yes,2,private,> 10,71,80,77
20097,male,group C,some high school,standard,incomplete,married,sometimes,yes,0,private,5 - 10,63,57,50
20098,female,group C,bachelor's degree,free/reduced,incomplete,single,sometimes,no,1,school_bus,< 5,47,48,50
20099,male,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,68,73,77
20100,female,group D,high school,standard,completed,married,sometimes,yes,1,school_bus,> 10,96,100,100
20101,female,group D,some college,free/reduced,completed,married,never,yes,7,school_bus,< 5,46,68,63
20102,female,group B,some college,standard,completed,married,sometimes,yes,0,private,5 - 10,81,81,87
20103,male,group D,master's degree,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,56,55,49
20104,male,group D,some college,standard,incomplete,married,regularly,yes,1,school_bus,5 - 10,57,55,52
20105,female,group E,some high school,free/reduced,incomplete,single,never,yes,0,private,5 - 10,75,88,82
20106,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,3,school_bus,5 - 10,83,92,96
20107,male,group D,associate's degree,free/reduced,completed,single,regularly,yes,5,school_bus,5 - 10,75,71,77
20108,male,group D,associate's degree,free/reduced,incomplete,married,regularly,yes,2,school_bus,< 5,47,44,36
20109,male,group C,some high school,free/reduced,incomplete,married,never,yes,1,private,5 - 10,43,46,39
20110,male,group C,some college,free/reduced,incomplete,married,regularly,yes,2,school_bus,5 - 10,51,55,54
20111,female,group E,bachelor's degree,standard,incomplete,single,regularly,yes,1,school_bus,> 10,96,95,93
20112,male,group E,high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,69,69,57
20113,female,group C,high school,standard,incomplete,married,never,yes,3,school_bus,5 - 10,52,69,67
20114,male,group B,some high school,standard,incomplete,married,never,yes,2,private,> 10,63,56,41
20115,male,group C,some college,standard,completed,married,regularly,yes,2,private,5 - 10,78,86,88
20116,male,group E,some high school,standard,incomplete,married,never,yes,2,school_bus,5 - 10,80,70,62
20117,female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,87,99,100
20118,male,group E,some high school,standard,incomplete,married,sometimes,yes,1,school_bus,< 5,89,74,71
20119,female,group D,high school,standard,incomplete,married,never,no,1,school_bus,5 - 10,53,47,50
20120,male,group D,associate's degree,standard,incomplete,single,sometimes,yes,1,school_bus,5 - 10,70,60,62
20121,female,group C,some college,free/reduced,incomplete,married,sometimes,no,3,private,5 - 10,52,59,66
20122,female,group C,bachelor's degree,standard,incomplete,single,sometimes,yes,2,school_bus,< 5,58,67,69
20123,male,group A,some college,free/reduced,completed,divorced,sometimes,yes,2,school_bus,5 - 10,60,60,61
20124,male,group E,some high school,standard,completed,married,regularly,no,3,school_bus,5 - 10,88,78,75
20125,male,group C,some college,standard,completed,single,sometimes,yes,0,school_bus,5 - 10,95,96,96
20126,male,group C,some high school,standard,incomplete,married,sometimes,yes,3,private,5 - 10,91,95,91
20127,male,group C,high school,free/reduced,incomplete,single,sometimes,yes,4,school_bus,< 5,19,21,16
20128,female,group D,some college,standard,incomplete,married,never,yes,1,school_bus,> 10,71,82,82
20129,male,group C,some high school,standard,incomplete,single,regularly,yes,2,private,< 5,83,85,85
20130,male,group D,associate's degree,free/reduced,incomplete,married,sometimes,yes,2,private,5 - 10,51,46,48
20131,male,group B,some college,standard,incomplete,single,never,yes,0,school_bus,5 - 10,77,73,66
20132,female,group B,bachelor's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,> 10,51,60,60
20133,male,group B,high school,standard,completed,married,never,yes,4,private,< 5,71,72,67
20134,male,group C,bachelor's degree,standard,incomplete,widowed,sometimes,no,3,school_bus,5 - 10,91,85,85
20135,male,group C,bachelor's degree,free/reduced,incomplete,single,regularly,no,2,school_bus,5 - 10,71,66,61
20136,female,group B,some college,standard,completed,divorced,regularly,yes,3,school_bus,< 5,83,85,93
20137,female,group B,master's degree,standard,incomplete,single,regularly,yes,3,private,< 5,66,70,71
20138,male,group E,high school,standard,incomplete,divorced,regularly,no,5,school_bus,5 - 10,92,86,88
20139,female,group D,high school,standard,completed,single,sometimes,yes,0,school_bus,5 - 10,91,95,100
20140,female,group C,some high school,standard,incomplete,married,sometimes,yes,0,school_bus,5 - 10,78,85,78
20141,female,group B,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,5 - 10,73,77,79
20142,female,group B,some high school,standard,incomplete,divorced,regularly,no,1,school_bus,< 5,65,69,71
20143,female,group C,bachelor's degree,free/reduced,incomplete,single,never,yes,0,school_bus,< 5,50,66,60
20144,female,group C,some high school,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,82,93,93
20145,female,group E,some high school,standard,completed,married,sometimes,no,1,private,< 5,75,82,83
20146,female,group C,some high school,free/reduced,incomplete,single,sometimes,yes,0,private,5 - 10,47,57,51
20147,female,group A,some college,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,52,62,67
20148,female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,63,72,72
20149,female,group D,bachelor's degree,free/reduced,incomplete,divorced,regularly,yes,4,private,5 - 10,72,78,72
20150,female,group B,some high school,free/reduced,incomplete,married,never,yes,4,school_bus,> 10,64,68,69
20151,male,group B,some high school,free/reduced,incomplete,married,sometimes,no,3,school_bus,5 - 10,65,67,54
20152,male,group C,master's degree,standard,completed,widowed,sometimes,yes,1,private,5 - 10,83,84,84
20153,male,group C,some college,standard,incomplete,married,sometimes,yes,5,school_bus,< 5,86,70,70
20154,female,group B,high school,standard,incomplete,married,sometimes,yes,2,private,5 - 10,61,76,79
20155,male,group A,some college,standard,completed,married,never,no,1,private,< 5,66,65,65
20156,female,group D,some college,free/reduced,incomplete,married,sometimes,yes,1,school_bus,5 - 10,43,52,52
20157,female,group C,some college,standard,incomplete,divorced,never,yes,3,school_bus,5 - 10,57,61,62
20158,male,group C,bachelor's degree,free/reduced,incomplete,single,sometimes,no,2,private,5 - 10,78,60,64
20159,female,group D,some college,standard,incomplete,widowed,regularly,yes,1,private,5 - 10,83,85,80
20160,female,group E,some college,standard,incomplete,married,sometimes,no,4,school_bus,> 10,82,75,76
20161,female,group D,some college,free/reduced,completed,divorced,regularly,yes,4,private,< 5,36,65,66
20162,female,group D,some high school,free/reduced,incomplete,married,sometimes,yes,4,school_bus,5 - 10,53,69,65
20163,male,group D,some college,free/reduced,completed,married,regularly,no,3,school_bus,5 - 10,57,60,58
20164,male,group D,high school,standard,completed,divorced,regularly,yes,2,school_bus,5 - 10,86,88,89
20165,female,group B,high school,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,73,74,72
20166,female,group B,some college,free/reduced,incomplete,married,sometimes,yes,1,school_bus,> 10,57,71,69
20167,female,group D,some college,standard,incomplete,divorced,sometimes,yes,1,private,5 - 10,66,72,77
20168,male,group C,some college,free/reduced,completed,divorced,sometimes,no,1,school_bus,> 10,70,69,65
20169,male,group E,some college,standard,incomplete,married,regularly,yes,4,private,< 5,57,46,48
20170,male,group A,high school,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,83,75,74
20171,female,group D,high school,standard,incomplete,married,sometimes,yes,6,school_bus,5 - 10,74,76,84
20172,male,group C,bachelor's degree,standard,completed,single,never,no,3,school_bus,5 - 10,81,74,72
20173,male,group B,some college,standard,completed,married,sometimes,no,5,school_bus,5 - 10,68,69,65
20174,female,group B,high school,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,64,70,65
20175,female,group D,high school,standard,incomplete,married,never,no,4,school_bus,< 5,41,51,56
20176,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,5,school_bus,5 - 10,76,74,75
20177,male,group A,bachelor's degree,free/reduced,incomplete,married,never,no,2,private,5 - 10,60,55,58
20178,female,group C,some college,standard,completed,single,regularly,yes,1,school_bus,< 5,47,63,54
20179,female,group A,associate's degree,standard,completed,single,regularly,no,1,private,5 - 10,67,75,73
20180,female,group C,some high school,standard,incomplete,married,sometimes,yes,1,private,< 5,57,59,56
20181,male,group B,associate's degree,standard,incomplete,married,regularly,yes,0,private,> 10,60,57,60
20182,female,group E,some high school,standard,incomplete,married,sometimes,yes,1,private,< 5,86,88,90
20183,female,group D,high school,standard,completed,married,sometimes,no,2,school_bus,> 10,71,68,70
20184,female,group C,some college,standard,completed,single,sometimes,yes,3,private,> 10,75,93,91
20185,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,2,private,> 10,71,74,81
20186,male,group B,associate's degree,free/reduced,completed,married,never,yes,1,private,5 - 10,74,70,71
20187,female,group A,some college,standard,incomplete,divorced,sometimes,yes,2,private,5 - 10,63,72,78
20188,female,group C,master's degree,standard,completed,divorced,sometimes,yes,5,school_bus,5 - 10,60,76,78
20189,male,group C,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,62,70,68
20190,female,group C,bachelor's degree,standard,incomplete,single,sometimes,yes,6,school_bus,5 - 10,56,59,61
20191,male,group D,some high school,standard,incomplete,married,regularly,yes,4,private,5 - 10,93,93,83
20192,female,group D,associate's degree,free/reduced,incomplete,single,sometimes,no,2,school_bus,5 - 10,87,94,95
20193,male,group E,some high school,standard,incomplete,single,never,yes,1,school_bus,> 10,72,62,61
20194,female,group D,high school,standard,incomplete,married,regularly,yes,1,private,> 10,68,78,76
20195,female,group E,high school,standard,completed,married,regularly,yes,2,private,5 - 10,93,91,95
20196,female,group B,some college,standard,completed,married,regularly,yes,0,school_bus,5 - 10,55,70,68
20197,female,group C,high school,free/reduced,incomplete,married,regularly,no,2,private,5 - 10,85,93,93
20198,female,group B,some high school,standard,incomplete,divorced,regularly,yes,3,private,5 - 10,71,79,80
20199,male,group D,associate's degree,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,57,57,52
20200,male,group C,some high school,standard,incomplete,divorced,never,yes,1,private,5 - 10,45,47,35
20201,female,group C,some college,free/reduced,incomplete,married,regularly,yes,2,school_bus,5 - 10,73,73,78
20202,male,group D,high school,standard,incomplete,married,sometimes,yes,0,private,< 5,73,74,64
20203,male,group E,high school,standard,incomplete,divorced,sometimes,no,5,school_bus,5 - 10,63,51,45
20204,male,group C,some college,standard,completed,divorced,sometimes,yes,1,school_bus,5 - 10,96,100,100
20205,female,group D,associate's degree,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,93,97,100
20206,male,group C,high school,standard,incomplete,single,regularly,yes,2,private,5 - 10,85,75,73
20207,male,group B,some college,standard,completed,married,sometimes,no,4,private,< 5,83,79,83
20208,female,group B,some college,free/reduced,incomplete,married,regularly,yes,0,private,5 - 10,52,60,53
20209,female,group C,bachelor's degree,free/reduced,incomplete,married,regularly,yes,3,school_bus,5 - 10,57,77,69
20210,female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,92,99
20211,male,group C,associate's degree,standard,incomplete,married,regularly,yes,0,school_bus,> 10,74,61,60
20212,male,group C,high school,free/reduced,incomplete,divorced,sometimes,yes,0,private,5 - 10,59,62,64
20213,male,group B,master's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,87,88,90
20214,male,group C,high school,free/reduced,incomplete,married,sometimes,no,3,school_bus,> 10,60,57,52
20215,female,group B,master's degree,standard,incomplete,single,never,yes,1,private,5 - 10,69,81,79
20216,male,group E,high school,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,85,79,75
20217,male,group C,associate's degree,free/reduced,incomplete,married,regularly,yes,2,private,> 10,75,73,65
20218,female,group C,associate's degree,standard,incomplete,married,sometimes,yes,5,school_bus,5 - 10,59,62,59
20219,female,group C,associate's degree,free/reduced,incomplete,married,sometimes,no,3,school_bus,< 5,49,56,53
20220,male,group E,associate's degree,standard,incomplete,single,regularly,yes,2,private,5 - 10,86,72,71
20221,male,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,82,75,73
20222,male,group C,some college,free/reduced,incomplete,married,sometimes,no,1,private,5 - 10,55,50,48
20223,male,group D,some college,standard,incomplete,married,regularly,no,3,school_bus,> 10,91,92,84
20224,female,group C,some college,free/reduced,completed,single,never,no,1,private,5 - 10,57,65,68
20225,female,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,school_bus,5 - 10,82,90,90
20226,female,group C,bachelor's degree,standard,incomplete,single,regularly,yes,3,school_bus,5 - 10,76,90,86
20227,male,group C,some high school,standard,incomplete,married,regularly,yes,2,private,5 - 10,89,77,76
20228,male,group C,some college,standard,incomplete,married,regularly,no,5,school_bus,< 5,71,60,59
20229,female,group C,some high school,standard,incomplete,married,sometimes,yes,1,private,< 5,79,76,71
20230,female,group D,associate's degree,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,50,61,59
20231,female,group B,some high school,free/reduced,completed,single,regularly,yes,1,private,5 - 10,26,37,39
20232,female,group D,some college,standard,completed,married,sometimes,yes,0,private,> 10,84,94,94
20233,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,54,59,62
20234,female,group B,some college,standard,incomplete,married,regularly,yes,4,school_bus,< 5,84,96,93
20235,male,group C,associate's degree,free/reduced,incomplete,married,sometimes,no,2,school_bus,< 5,44,46,48
20236,male,group C,associate's degree,free/reduced,incomplete,single,regularly,yes,2,school_bus,5 - 10,78,85,79
20237,female,group C,some college,standard,incomplete,divorced,regularly,yes,3,school_bus,5 - 10,65,78,74
20238,female,group D,some high school,free/reduced,incomplete,married,sometimes,yes,2,school_bus,> 10,43,60,57
20239,female,group D,some college,standard,incomplete,single,sometimes,yes,1,private,5 - 10,48,61,60
20240,female,group E,some high school,standard,incomplete,single,sometimes,no,2,private,5 - 10,75,74,71
20241,male,group C,associate's degree,standard,incomplete,married,never,yes,5,private,5 - 10,89,90,86
20242,male,group C,bachelor's degree,standard,incomplete,single,sometimes,yes,4,private,> 10,83,81,77
20243,female,group C,high school,free/reduced,completed,married,regularly,yes,1,school_bus,5 - 10,65,80,85
20244,male,group C,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,82,81,77
20245,female,group E,bachelor's degree,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,100,100,98
20246,female,group A,high school,standard,completed,married,never,yes,0,private,> 10,64,73,75
20247,male,group D,some college,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,82,74,76
20248,male,group E,some college,standard,incomplete,single,regularly,no,2,school_bus,> 10,66,53,52
20249,male,group C,some college,free/reduced,incomplete,divorced,regularly,yes,1,private,> 10,19,31,27
20250,male,group B,some high school,standard,completed,single,sometimes,no,4,private,< 5,80,78,68
20251,female,group E,some college,free/reduced,incomplete,married,regularly,yes,3,private,5 - 10,67,74,70
20252,female,group B,high school,standard,incomplete,married,regularly,yes,5,school_bus,5 - 10,50,55,52
20253,male,group C,some college,standard,incomplete,married,sometimes,no,1,school_bus,5 - 10,62,56,48
20254,male,group C,some high school,standard,incomplete,single,sometimes,yes,2,private,< 5,70,65,63
20255,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,54,59,63
20256,male,group A,high school,standard,incomplete,single,never,yes,0,school_bus,5 - 10,57,53,44
20257,male,group C,some college,standard,completed,divorced,never,yes,0,school_bus,< 5,45,48,52
20258,female,group C,bachelor's degree,free/reduced,incomplete,married,sometimes,no,1,private,5 - 10,46,63,61
20259,female,group E,some high school,standard,incomplete,divorced,regularly,no,1,school_bus,5 - 10,63,64,56
20260,male,group B,some high school,standard,incomplete,married,sometimes,no,2,school_bus,< 5,50,53,45
20261,male,group E,master's degree,standard,incomplete,married,regularly,yes,3,private,< 5,99,87,96
20262,female,group C,associate's degree,free/reduced,incomplete,divorced,regularly,yes,1,school_bus,> 10,73,85,86
20263,male,group C,high school,standard,incomplete,divorced,regularly,no,1,school_bus,5 - 10,70,56,47
20264,male,group A,associate's degree,free/reduced,incomplete,divorced,regularly,yes,1,private,5 - 10,72,66,58
20265,female,group D,master's degree,standard,incomplete,divorced,sometimes,yes,2,school_bus,5 - 10,51,43,47
20266,male,group B,high school,standard,completed,married,never,no,3,school_bus,< 5,69,65,63
20267,male,group A,associate's degree,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,77,74,70
20268,male,group E,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,95,90,91
20269,male,group D,associate's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,72,66,70
20270,female,group C,some college,standard,completed,married,sometimes,no,2,private,5 - 10,78,83,82
20271,male,group D,master's degree,standard,completed,divorced,sometimes,no,2,private,5 - 10,91,87,90
20272,male,group C,high school,standard,incomplete,married,regularly,no,4,school_bus,5 - 10,100,93,87
20273,female,group A,high school,standard,incomplete,married,sometimes,yes,4,school_bus,5 - 10,63,65,62
20274,male,group B,some high school,standard,completed,divorced,never,yes,1,school_bus,< 5,57,54,54
20275,male,group A,some high school,standard,completed,single,regularly,no,4,school_bus,5 - 10,80,92,91
20276,female,group D,some college,standard,incomplete,married,sometimes,no,3,school_bus,< 5,64,67,72
20277,female,group D,some college,standard,incomplete,married,never,yes,3,private,5 - 10,62,74,75
20278,female,group C,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,42,45,48
20279,female,group C,associate's degree,standard,incomplete,married,regularly,yes,2,school_bus,> 10,67,73,72
20280,female,group D,some high school,standard,incomplete,married,sometimes,yes,1,school_bus,> 10,50,63,61
20281,male,group C,associate's degree,standard,incomplete,married,sometimes,no,4,private,5 - 10,77,75,70
20282,male,group C,some college,standard,completed,single,sometimes,no,4,school_bus,5 - 10,63,61,61
20283,female,group C,some college,standard,incomplete,married,sometimes,yes,0,private,< 5,77,80,83
20284,female,group C,some high school,standard,incomplete,single,regularly,no,6,school_bus,> 10,64,58,60
20285,male,group C,high school,free/reduced,incomplete,married,sometimes,yes,3,school_bus,< 5,79,73,68
20286,female,group A,high school,standard,incomplete,single,never,no,1,school_bus,5 - 10,72,77,79
20287,female,group A,master's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,84,88,86
20288,female,group D,some college,standard,incomplete,married,regularly,yes,3,school_bus,5 - 10,95,96,100
20289,female,group C,high school,standard,completed,married,sometimes,no,2,school_bus,< 5,93,98,95
20290,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,0,private,5 - 10,66,79,74
20291,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,1,private,5 - 10,42,58,59
20292,female,group B,some college,free/reduced,completed,divorced,sometimes,no,2,private,> 10,52,70,67
20293,male,group C,some college,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,78,71,72
20294,male,group C,associate's degree,standard,completed,single,regularly,no,4,school_bus,< 5,89,80,79
20295,male,group C,some college,standard,incomplete,married,never,yes,2,private,< 5,58,57,52
